"drug_name"	"drugbank_id"	"ind_name"	"ind_id"	"nct"	"status"	"phase"	"detailedstatus"	"drug_obo_id"	"drug_rxnorm_id"	"ind_obo_id"	"ind_meddra_pt"	"ind_snomed_id"
dornase alfa	DB00003	Cystic Fibrosis	C0010674		Approved				"337623"	MONDO_0009061	"10011762"	"190905008"
minocycline	DB01017	Cystic Fibrosis	C0010674	NCT01349192	Terminated	Phase 2	Interim review showed a statistically significant treatment effect and the DMC recommended that the study be stopped with ongoing follow-up of enrolled subjects	CHEBI_50694	"6980"	MONDO_0009061	"10011762"	"190905008"
tobramycin	DB00684	Cystic Fibrosis	C0010674	NCT02888730	Terminated	Phase 3	No suffisant recruitment	CHEBI_28864	"10627"	MONDO_0009061	"10011762"	"190905008"
	DB00410	Cystic Fibrosis	C0010674	NCT01349192	Terminated	Phase 2	Interim review showed a statistically significant treatment effect and the DMC recommended that the study be stopped with ongoing follow-up of enrolled subjects	CHEBI_7025	"42372"	MONDO_0009061	"10011762"	"190905008"
	DB01045	Cystic Fibrosis	C0010674	NCT01349192	Terminated	Phase 2	Interim review showed a statistically significant treatment effect and the DMC recommended that the study be stopped with ongoing follow-up of enrolled subjects	CHEBI_71365	"9384"	MONDO_0009061	"10011762"	"190905008"
	DB01015	Cystic Fibrosis	C0010674	NCT01349192	Terminated	Phase 2	Interim review showed a statistically significant treatment effect and the DMC recommended that the study be stopped with ongoing follow-up of enrolled subjects	CHEBI_9332	"10180"	MONDO_0009061	"10011762"	"190905008"
	DB00440	Cystic Fibrosis	C0010674	NCT01349192	Terminated	Phase 2	Interim review showed a statistically significant treatment effect and the DMC recommended that the study be stopped with ongoing follow-up of enrolled subjects	CHEBI_45924	"10829"	MONDO_0009061	"10011762"	"190905008"
losartan	DB00678	Cystic Fibrosis	C0010674	NCT03206788	Terminated	Phase 2	due to slow enrollment and approval of the Trikafta for CF patients	CHEBI_6541	"52175"	MONDO_0009061	"10011762"	"190905008"
sitagliptin	DB01261	Cystic Fibrosis	C0010674	NCT01257464	Terminated	Phase 2	Lack of recruitment	CHEBI_40237	"593411"	MONDO_0009061	"10011762"	"190905008"
	DB00878	Cystic Fibrosis	C0010674	NCT01349192	Terminated	Phase 2	Interim review showed a statistically significant treatment effect and the DMC recommended that the study be stopped with ongoing follow-up of enrolled subjects	CHEBI_3614	"2358"	MONDO_0009061	"10011762"	"190905008"
vardenafil	DB00862	Cystic Fibrosis	C0010674	NCT01002534	Terminated	Phase 2	not yet started	CHEBI_46295	"306674"	MONDO_0009061	"10011762"	"190905008"
simvastatin	DB00641	Cystic Fibrosis	C0010674	NCT01092572	Withdrawn	Phase 1/Phase 2	Lack of funding	CHEBI_9150	"36567"	MONDO_0009061	"10011762"	"190905008"
tobramycin	DB00684	Cystic Fibrosis	C0010674	NCT00125346	Terminated	Phase 3	per Data Monitoring Committee recommendation	CHEBI_28864	"10627"	MONDO_0009061	"10011762"	"190905008"
amikacin	DB00479	Cystic Fibrosis	C0010674	NCT01315691	Withdrawn	Phase 3		CHEBI_2637	"641"	MONDO_0009061	"10011762"	"190905008"
nitric oxide	DB00435	Cystic Fibrosis	C0010674	NCT02498535	Terminated	Phase 2	Terminated for the safety of cystic fibrosis clinical trial subjects due to Covid-19.	CHEBI_16480	"7442"	MONDO_0009061	"10011762"	"190905008"
glycerol	DB09462	Cystic Fibrosis	C0010674	NCT02323100	Terminated	Phase 1/Phase 2	funding ended	CHEBI_17754	"4910"	MONDO_0009061	"10011762"	"190905008"
mannitol	DB00742	Cystic Fibrosis	C0010674		Approved			CHEBI_16899	"6628"	MONDO_0009061	"10011762"	"190905008"
misoprostol	DB00929	Postpartum Hemorrhage	C0032797		Approved			CHEBI_63610	"42331"	HP:0011891	"10036417"	"47821001"
aztreonam	DB00355	Cystic Fibrosis	C0010674	NCT03219164	Terminated	Phase 3	Study was terminated early by sponsor due to the challenges and risks introduced by Coronavirus disease 2019 (COVID-19) pandemic.	CHEBI_161680	"1272"	MONDO_0009061	"10011762"	"190905008"
vancomycin	DB00512	Cystic Fibrosis	C0010674	NCT01509339	Withdrawn	Phase 1	Lab unable to measure vancomycin levels in Sputum	CHEBI_28001	"11124"	MONDO_0009061	"10011762"	"190905008"
penicillamine	DB00859	Cystinuria	C0010691		Approved			CHEBI_7959	"7975"	MONDO_0009067	"10011778"	"85020001"
tiopronin	DB06823	Cystinuria	C0010691		Approved			CHEBI_32229	"6765"	MONDO_0009067	"10011778"	"85020001"
letermovir	DB12070	Cytomegalovirus Infections	C0010823		Approved				"1988648"	MONDO_0005132	"10011831"	"28944009"
eptacog alfa (activated)	DB00036	Factor VII Deficiency	C0015503		Approved				"4256|253149|2386863"	MONDO_0002244	"10016079"	"37193007"
gentamicin	DB00798	Folliculitis	C0016436		Approved			CHEBI_17833	"1596450"	HP:0025084	"10016936"	"721130001"
miconazole	DB01110	Folliculitis	C0016436	NCT01244256	Suspended	Phase 2/Phase 3		CHEBI_82892	"6932"	HP:0025084	"10016936"	"721130001"
	DB00257	Folliculitis	C0016436	NCT01244256	Suspended	Phase 2/Phase 3		CHEBI_3764	"2623"	HP:0025084	"10016936"	"721130001"
fusidic acid	DB02703	Folliculitis	C0016436		Approved			CHEBI_29013	"4608|113608"	HP:0025084	"10016936"	"721130001"
lidocaine	DB00281	Hemorrhoids	C0019112		Approved			CHEBI_6456	"6387"	MONDO_0004872	"10019022"	"70153002"
zinc oxide	DB09321	Hemorrhoids	C0019112		Approved			CHEBI_36560	"11423"	MONDO_0004872	"10019022"	"70153002"
pramocaine	DB09345	Hemorrhoids	C0019112		Approved			CHEBI_8357	"34347"	MONDO_0004872	"10019022"	"70153002"
hydrocortisone	DB00741	Hemorrhoids	C0019112		Approved			CHEBI_17650	"5492"	MONDO_0004872	"10019022"	"70153002"
zinc acetate	DB14487	Hemorrhoids	C0019112		Approved			CHEBI_62984	"1299637|58295"	MONDO_0004872	"10019022"	"70153002"
ferric oxide	DB11576	Hemorrhoids	C0019112		Approved			CHEBI_50819		MONDO_0004872	"10019022"	"70153002"
phenylephrine	DB00388	Hemorrhoids	C0019112		Approved			CHEBI_8093	"8163"	MONDO_0004872	"10019022"	"70153002"
cortisone acetate	DB01380	Hemorrhoids	C0019112		Approved			CHEBI_3897	"21655"	MONDO_0004872	"10019022"	"70153002"
hydrocortisone acetate	DB14539	Hemorrhoids	C0019112		Approved			CHEBI_17609	"27197"	MONDO_0004872	"10019022"	"70153002"
hydrocortisone acetate	DB00741	Hemorrhoids	C0019112		Approved			CHEBI_17650	"5492"	MONDO_0004872	"10019022"	"70153002"
phenylmercuric nitrate	DB13388	Hemorrhoids	C0019112		Approved			CHEBI_136021		MONDO_0004872	"10019022"	"70153002"
choline fenofibrate	DB13873	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_83469	"24852"	HP:0008158	"10045263"	"299465007"
ciprofibrate	DB09064	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_50867	"21149"	HP:0008158	"10045263"	"299465007"
fenofibrate	DB01039	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_5001	"8703"	HP:0008158	"10045263"	"299465007"
ezetimibe	DB00973	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_49040	"341248"	HP:0008158	"10045263"	"299465007"
rosuvastatin	DB01098	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_38545	"301542"	HP:0008158	"10045263"	"299465007"
lovastatin	DB00227	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_40303	"6472"	HP:0008158	"10045263"	"299465007"
pitavastatin	DB08860	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_32020	"861634"	HP:0008158	"10045263"	"299465007"
cerivastatin	DB00439	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_3558	"596723"	HP:0008158	"10045263"	"299465007"
atorvastatin	DB01076	Hyperlipidemia, Familial Combined	C0020474	NCT00134238	Terminated	Phase 3		CHEBI_39548	"83367"	HP:0008158	"10045263"	"299465007"
simvastatin	DB00641	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_9150	"36567"	HP:0008158	"10045263"	"299465007"
inositol	DB13178	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_17268	"5833"	HP:0008158	"10045263"	"299465007"
fluvastatin	DB01095	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_38562	"41127"	HP:0008158	"10045263"	"299465007"
nicotinic acid	DB00627	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_15940	"7393"	HP:0008158	"10045263"	"299465007"
atorvastatin	DB01076	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_39548	"83367"	HP:0008158	"10045263"	"299465007"
pravastatin	DB00175	Hyperlipidemia, Familial Combined	C0020474		Approved			CHEBI_63618	"42463"	HP:0008158	"10045263"	"299465007"
metronidazole	DB15759	Liver Abscess, Amebic	C0023886		Approved			CHEBI_50688			"10063741"	"75119003"
tinidazole	DB00911	Liver Abscess, Amebic	C0023886		Approved			CHEBI_63627	"10612"		"10063741"	"75119003"
metronidazole	DB00916	Liver Abscess, Amebic	C0023886		Approved			CHEBI_6909	"6922"		"10063741"	"75119003"
sirolimus	DB00877	Lymphangioma	C0024221		Approved			CHEBI_9168	"35302"	MONDO_0002013	"10025219"	"400178008"
estetrol	DB12235	Oral contraception	C0029151		Approved			CHEBI_142773	"2539031"		"10030970"	"5935008"
azathioprine	DB00993	Polyarteritis Nodosa	C0031036		Approved			CHEBI_2948	"1256"	MONDO_0014306|MONDO_0019170	"10036024"	"155441006"
sertraline	DB01104	Phobia, Social	C0031572		Approved			CHEBI_9123	"36437"		"10041242"	"25501002"
venlafaxine	DB00285	Phobia, Social	C0031572		Approved			CHEBI_9943	"39786"		"10041242"	"25501002"
fluvoxamine	DB00176	Phobia, Social	C0031572		Approved			CHEBI_5138	"42355"		"10041242"	"25501002"
paroxetine	DB00715	Phobia, Social	C0031572		Approved			CHEBI_7936	"32937"		"10041242"	"25501002"
oxytocin	DB00107	Postpartum Hemorrhage	C0032797	NCT02503319	Suspended	Phase 3	Authorization denied	CHEBI_7872	"7824"	HP:0011891	"10036417"	"47821001"
oxytocin	DB00107	Postpartum Hemorrhage	C0032797	NCT02999100	Terminated	Phase 1	Inability to reliably measure plasma oxytocin levels during third stage labour, regardless of administration method (intramuscular or inhaled).	CHEBI_7872	"7824"	HP:0011891	"10036417"	"47821001"
tranexamic acid	DB00302	Postpartum Hemorrhage	C0032797	NCT02026297	Terminated	Phase 2	funding and manpower unavailable, completion within a reasonable timeframe not possible.	CHEBI_48669	"10691"	HP:0011891	"10036417"	"47821001"
methylergometrine	DB00353	Postpartum Hemorrhage	C0032797	NCT03303235	Withdrawn	Early Phase 1	Collaborators left the institution.	CHEBI_92607	"6883"	HP:0011891	"10036417"	"47821001"
	DB00107	Postpartum Hemorrhage	C0032797	NCT01710566	Withdrawn	Phase 3			"7824"	HP:0011891	"10036417"	"47821001"
carboprost	DB00429	Postpartum Hemorrhage	C0032797		Approved			CHEBI_3404	"20259"	HP:0011891	"10036417"	"47821001"
	DB00302	Postpartum Hemorrhage	C0032797	NCT02503319	Suspended	Phase 3	Authorization denied	CHEBI_48669	"10691"	HP:0011891	"10036417"	"47821001"
misoprostol	DB00929	Postpartum Hemorrhage	C0032797	NCT01710566	Withdrawn	Phase 3		CHEBI_63610	"42331"	HP:0011891	"10036417"	"47821001"
oxytocin	DB00107	Postpartum Hemorrhage	C0032797		Approved			CHEBI_7872	"7824"	HP:0011891	"10036417"	"47821001"
methylergometrine	DB00353	Postpartum Hemorrhage	C0032797		Approved			CHEBI_92607	"6883"	HP:0011891	"10036417"	"47821001"
ergometrine	DB01253	Postpartum Hemorrhage	C0032797		Approved			CHEBI_4822	"4021"	HP:0011891	"10036417"	"47821001"
cetyl alcohol	DB09494	Respiratory Distress Syndrome, Newborn	C0035220		Approved			CHEBI_16125	"20615"	MONDO_0100077	"10028974"	"46775006"
lucinactant	DB04897	Respiratory Distress Syndrome, Newborn	C0035220		Approved				"1293254"	MONDO_0100077	"10028974"	"46775006"
tyloxapol	DB06439	Respiratory Distress Syndrome, Newborn	C0035220		Approved			CHEBI_141517	"38998"	MONDO_0100077	"10028974"	"46775006"
colfosceril palmitate	DB09114	Respiratory Distress Syndrome, Newborn	C0035220		Approved			CHEBI_72999	"69782"	MONDO_0100077	"10028974"	"46775006"
calfactant	DB06415	Respiratory Distress Syndrome, Newborn	C0035220		Approved				"232539"	MONDO_0100077	"10028974"	"46775006"
beractant	DB06761	Respiratory Distress Syndrome, Newborn	C0035220		Approved				"46967"	MONDO_0100077	"10028974"	"46775006"
poractant alfa	DB09113	Respiratory Distress Syndrome, Newborn	C0035220		Approved				"236381"	MONDO_0100077	"10028974"	"46775006"
rimonabant	DB06155	Schizoaffective Disorder	C0036337	NCT00547118	Terminated	Phase 2	Withdrawn due to medication withdrawal from the EMEA	CHEBI_34967			"10039621"	"191567000"
ceftriaxone	DB01212	Schizoaffective Disorder	C0036337	NCT00591318	Terminated	Phase 1/Phase 2	Study was terminated after enrolling 12 patients due to poor enrollment rates	CHEBI_29007	"2193"		"10039621"	"191567000"
olanzapine	DB00334	Schizoaffective Disorder	C0036337	NCT00440843	Withdrawn	Phase 3		CHEBI_7735	"61381"		"10039621"	"191567000"
	DB01238	Schizoaffective Disorder	C0036337	NCT00857818	Terminated	Phase 3	Slow Accrual	CHEBI_31236	"89013"		"10039621"	"191567000"
	DB00734	Schizoaffective Disorder	C0036337	NCT00857818	Terminated	Phase 3	Slow Accrual	CHEBI_8871	"35636"		"10039621"	"191567000"
	DB01267	Schizoaffective Disorder	C0036337	NCT02462473	Terminated	Phase 2	Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.	CHEBI_83804	"679314"		"10039621"	"191567000"
quetiapine	DB01224	Schizoaffective Disorder	C0036337	NCT00857818	Terminated	Phase 3	Slow Accrual	CHEBI_8707	"51272"		"10039621"	"191567000"
aripiprazole	DB01238	Schizoaffective Disorder	C0036337	NCT00288353	Terminated	Phase 3	unable to secure additional funding	CHEBI_31236	"89013"		"10039621"	"191567000"
bexarotene	DB00307	Schizoaffective Disorder	C0036337	NCT00534898	Withdrawn	Phase 3	The study withdrawn due to lack financial support	CHEBI_50859	"233272"		"10039621"	"191567000"
olanzapine	DB00334	Schizoaffective Disorder	C0036337	NCT00734435	Terminated	Phase 2	Sponsor Decision- Financial Considerations	CHEBI_7735	"61381"		"10039621"	"191567000"
	DB00734	Schizoaffective Disorder	C0036337	NCT02462473	Terminated	Phase 2	Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.	CHEBI_8871	"35636"		"10039621"	"191567000"
	DB01238	Schizoaffective Disorder	C0036337	NCT02462473	Terminated	Phase 2	Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.	CHEBI_31236	"89013"		"10039621"	"191567000"
paliperidone	DB01267	Schizoaffective Disorder	C0036337		Approved			CHEBI_83804	"679314"		"10039621"	"191567000"
olanzapine	DB00334	Schizoaffective Disorder	C0036337	NCT02462473	Terminated	Phase 2	Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.	CHEBI_7735	"61381"		"10039621"	"191567000"
	DB01224	Schizoaffective Disorder	C0036337	NCT02462473	Terminated	Phase 2	Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.	CHEBI_8707	"51272"		"10039621"	"191567000"
	DB00909	Schizoaffective Disorder	C0036337	NCT00734435	Terminated	Phase 2	Sponsor Decision- Financial Considerations	CHEBI_10127	"39998"		"10039621"	"191567000"
colecalciferol	DB00169	Schizoaffective Disorder	C0036337	NCT02197286	Withdrawn	Phase 2	Personnel changes at study site.	CHEBI_28940	"2418"		"10039621"	"191567000"
oxytocin	DB00107	Schizoaffective Disorder	C0036337	NCT02149823	Terminated	Phase 1	All study proceedings stopped prematurely due to Covid-19 restrictions for intranasal formulations	CHEBI_7872	"7824"		"10039621"	"191567000"
galantamine	DB00674	Schizoaffective Disorder	C0036337	NCT02234752	Terminated	Phase 2	Funding no longer available and PI no longer working at the institution	CHEBI_42944	"4637"		"10039621"	"191567000"
	DB01043	Schizoaffective Disorder	C0036337	NCT02234752	Terminated	Phase 2	Funding no longer available and PI no longer working at the institution	CHEBI_64312	"6719"		"10039621"	"191567000"
lorazepam	DB00186	Status Epilepticus	C0038220		Approved			CHEBI_6539	"6470"	MONDO_0002125	"10041962"	"230456007"
midazolam	DB00683	Status Epilepticus	C0038220		Approved			CHEBI_6931	"6960"	MONDO_0002125	"10041962"	"230456007"
	DB01202	Status Epilepticus	C0038220	NCT02726867	Withdrawn	Phase 3	No participants enrolled	CHEBI_6437	"114477"	MONDO_0002125	"10041962"	"230456007"
	DB00599	Status Epilepticus	C0038220	NCT00265616	Terminated	Phase 3	Insufficient recruitment	CHEBI_102166	"10493"	MONDO_0002125	"10041962"	"230456007"
	DB00818	Status Epilepticus	C0038220	NCT00265616	Terminated	Phase 3	Insufficient recruitment	CHEBI_44915	"8782"	MONDO_0002125	"10041962"	"230456007"
pentobarbital	DB00312	Status Epilepticus	C0038220	NCT00265616	Terminated	Phase 3	Insufficient recruitment	CHEBI_7983	"8004"	MONDO_0002125	"10041962"	"230456007"
	DB01174	Status Epilepticus	C0038220	NCT02726867	Withdrawn	Phase 3	No participants enrolled	CHEBI_8069	"8134"	MONDO_0002125	"10041962"	"230456007"
fosphenytoin	DB01320	Status Epilepticus	C0038220		Approved			CHEBI_5165	"72236"	MONDO_0002125	"10041962"	"230456007"
diazepam	DB00829	Status Epilepticus	C0038220		Approved			CHEBI_49575	"3322"	MONDO_0002125	"10041962"	"230456007"
secobarbital	DB00418	Status Epilepticus	C0038220		Approved			CHEBI_9073	"9624"	MONDO_0002125	"10041962"	"230456007"
phenytoin	DB00252	Status Epilepticus	C0038220		Approved			CHEBI_8107	"8183"	MONDO_0002125	"10041962"	"230456007"
	DB06218	Status Epilepticus	C0038220	NCT02726867	Withdrawn	Phase 3	No participants enrolled	CHEBI_135939	"623400"	MONDO_0002125	"10041962"	"230456007"
amobarbital	DB01351	Status Epilepticus	C0038220		Approved			CHEBI_2673	"719"	MONDO_0002125	"10041962"	"230456007"
lorazepam	DB00186	Status Epilepticus	C0038220	NCT00343096	Terminated	Phase 3	The buccal arm of the study was 30% less effective in stopping seizures within 10 minutes compared with the IV dose. This met a stopping rule for the study	CHEBI_6539	"6470"	MONDO_0002125	"10041962"	"230456007"
ketamine	DB01221	Status Epilepticus	C0038220	NCT02431663	Terminated	Phase 3	Futility	CHEBI_6121	"6130"	MONDO_0002125	"10041962"	"230456007"
pentobarbital	DB00312	Status Epilepticus	C0038220		Approved			CHEBI_7983	"8004"	MONDO_0002125	"10041962"	"230456007"
ketamine	DB01221	Status Epilepticus	C0038220	NCT02726867	Withdrawn	Phase 3	No participants enrolled	CHEBI_6121	"6130"	MONDO_0002125	"10041962"	"230456007"
landiolol	DB12212	Sinus Tachycardia	C0039239		Approved			CHEBI_135809		HP:0011703	"10040752"	"11092001"
cortisone acetate	DB01380	Tenosynovitis	C0039520		Approved			CHEBI_3897	"21655"	MONDO_0004855	"10043261"	"67801009"
dexamethasone	DB01234	Tenosynovitis	C0039520		Approved			CHEBI_41879	"3264"	MONDO_0004855	"10043261"	"67801009"
hydrocortisone acetate	DB14539	Tenosynovitis	C0039520		Approved			CHEBI_17609	"27197"	MONDO_0004855	"10043261"	"67801009"
indomethacin	DB00328	Tenosynovitis	C0039520		Approved			CHEBI_49662	"5781"	MONDO_0004855	"10043261"	"67801009"
betamethasone acetate	DB00443	Tenosynovitis	C0039520		Approved			CHEBI_3077	"1514"	MONDO_0004855	"10043261"	"67801009"
hydrocortisone succinate	DB14545	Tenosynovitis	C0039520		Approved			CHEBI_31677	"21651"	MONDO_0004855	"10043261"	"67801009"
prednisolone	DB00860	Tenosynovitis	C0039520		Approved			CHEBI_8378	"8638"	MONDO_0004855	"10043261"	"67801009"
methylprednisolone	DB00959	Tenosynovitis	C0039520		Approved			CHEBI_6888	"6902"	MONDO_0004855	"10043261"	"67801009"
triamcinolone	DB00620	Tenosynovitis	C0039520		Approved			CHEBI_9667	"10759"	MONDO_0004855	"10043261"	"67801009"
betamethasone	DB00443	Tenosynovitis	C0039520		Approved			CHEBI_3077	"1514"	MONDO_0004855	"10043261"	"67801009"
	DB01234	Tenosynovitis	C0039520	NCT02266433	Terminated	Phase 3	due to PI's change to private practice	CHEBI_41879	"3264"	MONDO_0004855	"10043261"	"67801009"
hydrocortisone	DB00741	Tenosynovitis	C0039520		Approved			CHEBI_17650	"5492"	MONDO_0004855	"10043261"	"67801009"
triamcinolone diacetate	DB00620	Tenosynovitis	C0039520		Approved			CHEBI_9667	"10759"	MONDO_0004855	"10043261"	"67801009"
hydrocortisone acetate	DB00741	Tenosynovitis	C0039520		Approved			CHEBI_17650	"5492"	MONDO_0004855	"10043261"	"67801009"
ketorolac	DB00465	Tenosynovitis	C0039520	NCT02266433	Terminated	Phase 3	due to PI's change to private practice	CHEBI_76223	"35827"	MONDO_0004855	"10043261"	"67801009"
triamcinolone acetonide	DB00620	Tenosynovitis	C0039520		Approved			CHEBI_9667	"10759"	MONDO_0004855	"10043261"	"67801009"
hydrocortisone succinate	DB00741	Tenosynovitis	C0039520		Approved			CHEBI_17650	"5492"	MONDO_0004855	"10043261"	"67801009"
diclofenac	DB00586	Tenosynovitis	C0039520		Approved			CHEBI_47381	"3355"	MONDO_0004855	"10043261"	"67801009"
cefpodoxime proxetil	DB01416	Tonsillitis	C0040425		Approved			CHEBI_3504	"20489"		"10044008"	"90176007"
cefradine	DB01333	Tonsillitis	C0040425		Approved			CHEBI_3547	"2239"		"10044008"	"90176007"
cefaclor	DB00833	Tonsillitis	C0040425		Approved			CHEBI_3478	"1450910|2176"		"10044008"	"90176007"
loracarbef	DB00447	Tonsillitis	C0040425		Approved			CHEBI_47544	"28981"		"10044008"	"90176007"
cefadroxil	DB01140	Tonsillitis	C0040425		Approved			CHEBI_3479	"1545975|2177"		"10044008"	"90176007"
azithromycin	DB00207	Tonsillitis	C0040425	NCT01919996	Terminated	Phase 2	See Termination Statement in the Detailed Description below	CHEBI_2955	"18631"		"10044008"	"90176007"
dirithromycin	DB00954	Tonsillitis	C0040425		Approved			CHEBI_474014			"10044008"	"90176007"
cefprozil	DB01150	Tonsillitis	C0040425		Approved			CHEBI_3506	"1546020|19552"		"10044008"	"90176007"
ceftibuten	DB01415	Tonsillitis	C0040425		Approved			CHEBI_3510	"20492"		"10044008"	"90176007"
cefixime	DB00671	Tonsillitis	C0040425		Approved			CHEBI_472657	"25033|1546021"		"10044008"	"90176007"
haloperidol	DB00502	Gilles de la Tourette syndrome	C0040517		Approved			CHEBI_5613	"5093"		"10044126"	"5158005"
pimozide	DB01100	Gilles de la Tourette syndrome	C0040517		Approved			CHEBI_8212	"8331"		"10044126"	"5158005"
methylprednisolone acetate	DB00959	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_6888	"6902"	MONDO_0043455	"10020584"	"47709007"
triamcinolone acetonide	DB00620	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_9667	"10759"	MONDO_0043455	"10020584"	"47709007"
hydrocortisone acetate	DB00741	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_17650	"5492"	MONDO_0043455	"10020584"	"47709007"
betamethasone acetate	DB00443	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_3077	"1514"	MONDO_0043455	"10020584"	"47709007"
dexamethasone	DB01234	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_41879	"3264"	MONDO_0043455	"10020584"	"47709007"
hydrocortisone succinate	DB00741	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_17650	"5492"	MONDO_0043455	"10020584"	"47709007"
betamethasone	DB00443	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_3077	"1514"	MONDO_0043455	"10020584"	"47709007"
methylprednisolone	DB00959	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_6888	"6902"	MONDO_0043455	"10020584"	"47709007"
zoledronic acid	DB00399	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_46557	"1546014|77655"	MONDO_0043455	"10020584"	"47709007"
hydrocortisone acetate	DB14539	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_17609	"27197"	MONDO_0043455	"10020584"	"47709007"
hydrocortisone	DB00741	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_17650	"5492"	MONDO_0043455	"10020584"	"47709007"
triamcinolone diacetate	DB00620	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_9667	"10759"	MONDO_0043455	"10020584"	"47709007"
pamidronic acid	DB00282	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_7903	"11473|1546406"	MONDO_0043455	"10020584"	"47709007"
acetoxolone	DB13640	Gastritis	C0017152		Approved			CHEBI_81306		MONDO_0004966	"10017853"	"4556007"
etidronic acid	DB01077	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_4907	"42682|1356715"	MONDO_0043455	"10020584"	"47709007"
hydrocortisone succinate	DB14545	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_31677	"21651"	MONDO_0043455	"10020584"	"47709007"
prednisone	DB00635	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_8382	"8640"	MONDO_0043455	"10020584"	"47709007"
cortisone acetate	DB01380	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_3897	"21655"	MONDO_0043455	"10020584"	"47709007"
prednisolone	DB00860	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_8378	"8638"	MONDO_0043455	"10020584"	"47709007"
incadronic acid	DB06255	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_135189		MONDO_0043455	"10020584"	"47709007"
triamcinolone	DB00620	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_9667	"10759"	MONDO_0043455	"10020584"	"47709007"
neridronic acid	DB11620	Humoral hypercalcemia of malignancy (disorder)	C0149911		Approved			CHEBI_135145		MONDO_0043455	"10020584"	"47709007"
acebutolol	DB01193	Premature ventricular contractions	C0151636		Approved			CHEBI_2379	"149"	HP:0006682	"10047289"	"251175005"
encainide	DB01228	Premature ventricular contractions	C0151636		Approved			CHEBI_4788	"42368"	HP:0006682	"10047289"	"251175005"
somatrem	DB09098	Growth retardation	C0151686		Approved				"56570"	HP:0001510	"10053759"	"444896005"
somatropin	DB00052	Growth retardation	C0151686		Approved				"61148|314845"	HP:0001510	"10053759"	"444896005"
magnesium carbonate	DB09481	Hypomagnesemia	C0151723		Approved			CHEBI_31793	"29155"	HP:0002917	"10021027"	"190855004"
magnesium sulfate	DB00653	Hypomagnesemia	C0151723		Approved			CHEBI_32599	"6585|1311625"	HP:0002917	"10021027"	"190855004"
magnesium chloride	DB09407	Hypomagnesemia	C0151723		Approved			CHEBI_6636	"1311539|6579"	HP:0002917	"10021027"	"190855004"
magnesium gluconate	DB13749	Hypomagnesemia	C0151723		Approved				"52358"	HP:0002917	"10021027"	"190855004"
magnesium lactate	DB14515	Hypomagnesemia	C0151723		Approved				"214688"	HP:0002917	"10021027"	"190855004"
magnesium aspartate	DB13359	Hypomagnesemia	C0151723		Approved					HP:0002917	"10021027"	"190855004"
