"id"	"chemical_id"	"chemical_name"	"protein_id"	"protein_name"	"relation_name"	"relation_id"	"source"	"dikb_id"	"fda_id"	"drugcentral_id"	"reference"	"year"	"measurement_type"	"measurement_value"
2209	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		297		PL	2017		
2210	CHEBI_8985	valspodar	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		113		PL	2017		
2212	CHEBI_7565	nifedipine	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		552		PL	2017		
2213	CHEBI_8985	valspodar	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		417		PL	2017		
2216	CHEBI_47519	ketoconazole	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		902			2017		
2217	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		516		PL	2017		
2219	CHEBI_47519	ketoconazole	PR_Q01740	FMO1	inhibits	RO_0002449	FDA		52		DIDB	2017		
2220	CHEBI_4031	cyclosporine	PR_P08684	CYP3A	inhibits	RO_0002449	FDA		192		PL	2017		
2222	CHEBI_7772	omeprazole	PR_Q07973	CYP24	inhibits	RO_0002449	FDA		221		PL	2017		
2223	CHEBI_45409	ritonavir, in CYP2C19 PMs	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		342		PL	2017		
2225	CHEBI_5138	fluvoxamine	PR_P08684	CYP3A	inhibits	RO_0002449	FDA		165		Interview form (Japanese)	2017		
2226	CHEBI_47519	ketoconazole	PR_O60656	UGT1A9	inhibits	RO_0002449	FDA		257		PL	2017		
2227	CHEBI_5296	gemfibrozil	PR_P10632	CYP2C8(limitedmetabolism)	inhibits	RO_0002449	FDA		289		PL	2017		
2228	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		915			2017		
2229	CHEBI_4031	cyclosporine	PR_Q9Y6L6	OATP1B1	molecularly_interacts_with	RO_0002436	FDA		493		PL	2017		
2230	CHEBI_6717	mefanamic acid	PR_O60656	UGT1A9	inhibits	RO_0002449	FDA		79		PL	2017		
2231	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		439		PL	2017		
2233	CHEBI_7476	S-naproxen	PR_P11712	CYP2C9	inhibits	RO_0002449	FDA		128		PL	2017		
2235	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		107		PL	2017		
2236	CHEBI_6076	itraconazole	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		436		PL	2017		
2237	CHEBI_47519	ketoconazole	PR_P04798	CYP1A1	inhibits	RO_0002449	FDA		108		PL	2017		
2238	CHEBI_5118	fluoxetine	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		503		PL	2017		
2240	CHEBI_47519	ketoconazole	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		151		PL	2017		
2242	CHEBI_47519	ketoconazole	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		375		PL	2017		
2243	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		253		PL	2017		
2244	CHEBI_45409	saquinavir and ritonavir	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		459		PL	2017		
2247	CHEBI_5138	fluvoxamine	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		246		PL	2017		
2248	CHEBI_4031	cyclosporine	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		496		PL	2017		
2249	CHEBI_45409	ritonavir	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		395		DIDB	2017		
2251	CHEBI_100241	ciprofloxacin	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		362		PL	2017		
2253	CHEBI_47519	ketoconazole	PR_P08684	CYP3A	inhibits	RO_0002449	FDA		159		PL	2017		
2254	CHEBI_45409	ritonavir	PR_P08684	CYP3A	inhibits	RO_0002449	FDA		80		PL	2017		
2258	CHEBI_8426	probenecid	PR_Q86VL8	MATE2K	molecularly_interacts_with	RO_0002436	FDA		434		PL	2017		
2259	CHEBI_8426	probenecid	PR_Q4U2R8	OAT1	molecularly_interacts_with	RO_0002436	FDA		877			2017		
2260	CHEBI_5296	gemfibrozil	PR_P04798	CYP1A1	inhibits	RO_0002449	FDA		237		PL	2017		
2261	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		535		PL	2017		
2263	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		39		PL	2017		
2266	CHEBI_8426	probenecid	PR_O15245	OCT1	molecularly_interacts_with	RO_0002436	FDA		861			2017		
2268	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		35		PL	2017		
2270	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		69		PL	2017		
2271	CHEBI_42355	erythromycin	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		60		PL	2017		
2272	CHEBI_3699	cimetidine	PR_Q86VL8	MATE2K	molecularly_interacts_with	RO_0002436	FDA		549		PL	2017		
2273	CHEBI_8228	pioglitazone	PR_P06133	UGT2B4	inhibits	RO_0002449	FDA		156		Interview form (Japanese)	2017		
2274	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		281		PL	2017		
2275	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		894			2017		
2276	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		376		PL	2017		
2277	CHEBI_7772	omeprazole	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		500		PL	2017		
2279	CHEBI_45409	BILR 355 and ritonavir	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		446		PL	2017		
2280	CHEBI_5296	gemfibrozil and itraconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		260		PL	2017		
2281	CHEBI_68647	regorafenib	PR_Q86VL8	MATE2K	molecularly_interacts_with	RO_0002436	FDA		481		PL	2017		
2285	CHEBI_47519	ketoconazole	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		488		PL	2017		
2286	CHEBI_45409	indinavir and ritonavir	PR_Q96FL8	MATE1	molecularly_interacts_with	RO_0002436	FDA		425		PL	2017		
2288	CHEBI_7936	paroxetine	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		21		PL	2017		
2289	CHEBI_47519	ketoconazole	PR_P00352	ADH/ALDH	inhibits	RO_0002449	FDA		284		PL	2017		
2292	CHEBI_45409	ritonavir	PR_P08684	"3A4"	inhibits	RO_0002449	FDA		66		DIDB	2017		
2293	CHEBI_47519	ketoconazole	PR_P11712	CYP2C9	inhibits	RO_0002449	FDA		17		PL	2017		
2295	PC_71306834	peginterferonalpha-2a	PR_P10635	CYP2D6	inhibits	RO_0002449	FDA		81		DIDB	2017		
2296	CHEBI_100241	ciprofloxacin	PR_P05177	CYP1A2	inhibits	RO_0002449	FDA		254		PL	2017		
2297	CHEBI_4031	cyclosporine	PR_Q9Y6L6	OATP1B1	molecularly_interacts_with	RO_0002436	FDA		428		PL	2017		
2302	CHEBI_5138	fluvoxamine	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		450		Interview form (Japanese)	2017		
2304	CHEBI_8426	probenecid	PR_Q96FL8	MATE1	molecularly_interacts_with	RO_0002436	FDA		862			2017		
2306	CHEBI_47519	ketoconazole	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		16		PL	2017		
2309	CHEBI_8426	probenecid	PR_O15244	OCT2	molecularly_interacts_with	RO_0002436	FDA		556		PL	2017		
2310	CHEBI_4031	cyclosporine	PR_P11712	CYP2C9	inhibits	RO_0002449	FDA		139		PL	2017		
2312	CHEBI_47519	ketoconazole	PR_Q01740	FMO	inhibits	RO_0002449	FDA		32		"16052551"	2017		
2315	CHEBI_47519	ketoconazole	PR_P10635	CYP2D6	inhibits	RO_0002449	FDA		335		PL	2017		
2320	CHEBI_63660	pravastatin	PR_Q8TCC7	OAT3	molecularly_interacts_with	RO_0002436	FDA		904			2017		
2323	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		187		PL	2017		
2324	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		337		PL	2017		
2327	CHEBI_68647	regorafenib	PR_Q96FL8	MATE1	molecularly_interacts_with	RO_0002436	FDA		480		PL	2017		
2329	CHEBI_6076	itraconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		144		PL	2017		
2331	CHEBI_6076	itraconazole	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		547		PL	2017		
2332	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		405		PL	2017		
2333	CHEBI_7476	S-naproxen	PR_P22309	UGT1A1	inhibits	RO_0002449	FDA		129		PL	2017		
2335	CHEBI_8426	probenecid	PR_Q4U2R8	OAT1	molecularly_interacts_with	RO_0002436	FDA		359		PL	2017		
2338	CHEBI_5778	hydrochlorothiazide	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		544		PL	2017		
2341	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		256		"10534319"	2017		
2343	CHEBI_7476	S-naproxen	PR_O60656	UGT1A9	inhibits	RO_0002449	FDA		127		PL	2017		
2344	SRS_JQ9EK2H6BG	grapefruit juice	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		84		PL	2017		
2349	CHEBI_45409	indinavir and ritonavir	PR_Q8TCC7	OAT3	molecularly_interacts_with	RO_0002436	FDA		908			2017		
2351	CHEBI_47519	ketoconazole	PR_P20815	CYP3A5	inhibits	RO_0002449	FDA		280		PL	2017		
2353	CHEBI_46081	fluconazole	PR_P11712	CYP2C9	inhibits	RO_0002449	FDA		215		PL	2017		
2355	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		513		PL	2017		
2357	CHEBI_46081	fluconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		210		DIDB	2017		
2358	CHEBI_45409	ritonavir	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		528		PL	2017		
2360	CHEBI_4031	cyclosporine	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		11		PL	2017		
2363	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		444		PL	2017		
2364	CHEBI_5296	gemfibrozil	PR_Q8TCC7	OAT3	molecularly_interacts_with	RO_0002436	FDA		864			2017		
2365	CHEBI_45409	indinavir and ritonavir	PR_Q86VL8	MATE2K	molecularly_interacts_with	RO_0002436	FDA		420		PL	2017		
2367	CHEBI_5296	gemfibrozil	PR_Q8TCC7	OAT3	molecularly_interacts_with	RO_0002436	FDA		521		PL	2017		
2368	CHEBI_6923	miconazole	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		115		"12527704"	2017		
2369	CHEBI_5118	fluoxetine	PR_P10635	CYP2D6	inhibits	RO_0002449	FDA		148		PL	2017		
2370	CHEBI_7772	omeprazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		498		PL	2017		
2372	CHEBI_47519	ketoconazole	PR_O15245	OCT1	molecularly_interacts_with	RO_0002436	FDA		441		PL	2017		
2373	CHEBI_8426	probenecid	PR_P11712	CYP2C9	inhibits	RO_0002449	FDA		307		"19514967"	2017		
2374	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		122		PL	2017		
2376	CHEBI_68595	telaprevir	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		526		PL	2017		
2378	CHEBI_4031	cyclosporine	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		509		PL	2017		
2379	CHEBI_8426	probenecid	PR_P10635	CYP2D6	inhibits	RO_0002449	FDA		300		PL	2017		
2380	CHEBI_3770	cotrimoxazole	PR_Q8TCC7	OAT3	molecularly_interacts_with	RO_0002436	FDA		464		PL	2017		
2383	CHEBI_7936	paroxetine	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		218		PL	2017		
2384	CHEBI_37924	atazanavir	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		397		PL	2017		
2386	CHEBI_5138	fluvoxamine	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		164		Interview form (Japanese)	2017		
2388	CHEBI_4031	cyclosporine	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		363		PL	2017		
2389	CHEBI_47519	ketoconazole	PR_P10632	CYP2C8	inhibits	RO_0002449	FDA		224		PL	2017		
2392	CHEBI_47519	ketoconazole	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		525		PL	2017		
2393	CHEBI_4031	cyclosporine	PR_Q9Y6L6	OATP1B1	molecularly_interacts_with	RO_0002436	FDA		898			2017		
2394	CHEBI_119573	delavirdine	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		364		PL	2017		
2395	CHEBI_47519	ketoconazole	PR_P51589	CYP2J2	inhibits	RO_0002449	FDA		18		PL	2017		
2396	CHEBI_45409	ritonavir	PR_O15244	OCT2	molecularly_interacts_with	RO_0002436	FDA		455		PL	2017		
2410	CHEBI_45735	troleandomycin	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		412		Interview form (Japanese)	2017		
2411	CHEBI_5118	fluoxetine	PR_P10635	CYP2D6	inhibits	RO_0002449	FDA		203		PL	2017		
2412	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		51		DIDB	2017		
2413	CHEBI_3770	cotrimoxazole	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		463		PL	2017		
2414	CHEBI_63918	artesunate and pyronaridine	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		504		PL	2017		
2417	CHEBI_47519	ketoconazole	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		442		PL	2017		
2418	CHEBI_8985	valspodar	PR_Q9Y6L6	OATP1B1	molecularly_interacts_with	RO_0002436	FDA		416		PL	2017		
2420	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		501		PL	2017		
2421	CHEBI_45409	BILR 355 and ritonavir	PR_O15244	OCT2	molecularly_interacts_with	RO_0002436	FDA		884			2017		
2424	CHEBI_5778	hydrochlorothiazide	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		889			2017		
2425	CHEBI_47519	ketoconazole	PR_P51589	CYP2J2	inhibits	RO_0002449	FDA		266		PL	2017		
2428	CHEBI_63613	nevirapine	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		205		PL	2017		
2430	CHEBI_3770	cotrimoxazole	PR_Q4U2R8	OAT1	molecularly_interacts_with	RO_0002436	FDA		466		PL	2017		
2431	CHEBI_45409	indinavir and ritonavir	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		909			2017		
2433	CHEBI_47519	ketoconazole	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		320		PL	2017		
2434	CHEBI_47519	ketoconazole	PR_P20813	CYP2B6	inhibits	RO_0002449	FDA		227		PL	2017		
2435	CHEBI_3396	levodopa and carbidopa	PR_P54855	UGT2B15	inhibits	RO_0002449	FDA		274		PL	2017		
2436	CHEBI_47519	ketoconazole	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		336		PL	2017		
2438	CHEBI_68595	telaprevir	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		288		DIDB	2017		
2439	CHEBI_39867	valproic acid	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		456		PL	2017		
2441	CHEBI_4031	cyclosporine	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		55		PL	2017		
2442	CHEBI_6076	itraconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		435		PL	2017		
2443	CHEBI_47519	ketoconazole	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		168		PL	2017		
2444	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		295		PL	2017		
2445	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		134		PL	2017		
2446	CHEBI_7565	nifedipine	PR_P10635	CYP2D6	inhibits	RO_0002449	FDA		91		PL	2017		
2447	CHEBI_7772	omeprazole	PR_P22310	UGT1A4	inhibits	RO_0002449	FDA		222		PL	2017		
2450	CHEBI_3699	cimetidine	PR_O15244	OCT2	molecularly_interacts_with	RO_0002436	FDA		550		PL	2017		
2451	CHEBI_47519	ketoconazole	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		366		PL	2017		
2453	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		895			2017		
2454	CHEBI_5118	fluoxetine	PR_P10635	CYP2D6	inhibits	RO_0002449	FDA		87		PL	2017		
2455	CHEBI_45409	ritonavir, in CYP2C19 PMs	PR_P11712	CYP2C9	inhibits	RO_0002449	FDA		343		PL	2017		
2458	CHEBI_4031	cyclosporine	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		429		PL	2017		
2459	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		551		PL	2017		
2460	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		311		PL	2017		
2462	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		196		PL	2017		
2463	CHEBI_135285	vildagliptin	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		485		PL	2017		
2464	PC_119373	elacridar	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		538		PL	2017		
2465	CHEBI_47519	ketoconazole	PR_Q9Y6L6	OATP1B1	molecularly_interacts_with	RO_0002436	FDA		368		PL	2017		
2467	CHEBI_47519	ketoconazole	PR_P08684	CYP3A	inhibits	RO_0002449	FDA		36		DIDB	2017		
2469	CHEBI_68595	telaprevir	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		517		DIDB	2017		
2472	CHEBI_8426	probenecid	PR_Q8TCC7	OAT3	molecularly_interacts_with	RO_0002436	FDA		872			2017		
2473	CHEBI_42355	erythromycin	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		553		DIDB	2017		
2476	CHEBI_63613	nevirapine	PR_P08684	CYP3A	inhibits	RO_0002449	FDA		206		PL	2017		
2477	CHEBI_8499	propranolol	PR_P05177	CYP1A2	inhibits	RO_0002449	FDA		353		DIDB	2017		
2478	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		537		PL	2017		
2479	CHEBI_4031	cyclosporine	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		508		PL	2017		
2480	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		105		PL	2017		
2482	CHEBI_45409	ritonavir	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		514		PL	2017		
2483	CHEBI_46081	fluconazole	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		214		PL	2017		
2484	CHEBI_45409	ritonavir	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		302		PL	2017		
2485	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		279		PL	2017		
2486	CHEBI_8426	probenecid	PR_O15245	OCT1	molecularly_interacts_with	RO_0002436	FDA		432		PL	2017		
2487	CHEBI_5138	fluvoxamine	PR_P10635	"2D6"	inhibits	RO_0002449	FDA		98		PL	2017		
2489	CHEBI_45409	ritonavir	PR_P08684	CYP3A	inhibits	RO_0002449	FDA		102		PL	2017		
2490	CHEBI_45409	BILR 355 and ritonavir	PR_O15245	OCT1	molecularly_interacts_with	RO_0002436	FDA		447		PL	2017		
2491	CHEBI_45409	ritonavir	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		515		PL	2017		
2492	CHEBI_47519	ketoconazole	PR_P05177	CYP1A2	inhibits	RO_0002449	FDA		61		PL	2017		
2493	CHEBI_45409	ritonavir + ARV	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		532		PL	2017		
2497	CHEBI_3732	clarithromycin	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		219		PL	2017		
2498	CHEBI_47519	ketoconazole	PR_P08684	CYP3A	inhibits	RO_0002449	FDA		37		PL	2017		
2499	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		190		"12654667"	2017		
2508	CHEBI_63660	pravastatin	PR_Q4U2R8	OAT1	molecularly_interacts_with	RO_0002436	FDA		475		PL	2017		
2509	CHEBI_7476	S-naproxen	PR_P10632	CYP2C8	inhibits	RO_0002449	FDA		125		PL	2017		
2510	CHEBI_39867	valproic acid	PR_Q9Y6L6	OATP1B1	molecularly_interacts_with	RO_0002436	FDA		457		PL	2017		
2511	CHEBI_5138	fluvoxamine	PR_P08684	"3A4"	inhibits	RO_0002449	FDA		177		Interview form (Japanese)	2017		
2512	CHEBI_47519	ketoconazole	PR_P08684	CYP3A	inhibits	RO_0002449	FDA		72		PL	2017		
2513	CHEBI_5138	fluvoxamine	PR_P05177	CYP1A2	inhibits	RO_0002449	FDA		176		Interview form (Japanese)	2017		
2515	CHEBI_45409	indinavir and ritonavir	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		907			2017		
2516	CHEBI_8426	probenecid	PR_Q4U2R8	OAT1	molecularly_interacts_with	RO_0002436	FDA		860			2017		
2518	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		467		PL	2017		
2520	CHEBI_47519	ketoconazole	PR_P10632	CYP2C8	inhibits	RO_0002449	FDA		179		PL	2017		
2521	CHEBI_3770	cotrimoxazole	PR_Q9Y6L6	OATP1B1	molecularly_interacts_with	RO_0002436	FDA		465		PL	2017		
2522	CHEBI_45409	indinavir and ritonavir	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		423		PL	2017		
2523	CHEBI_68621	boceprevir	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		95		PL	2017		
2524	CHEBI_3699	cimetidine	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		522		PL	2017		
2525	CHEBI_47519	ketoconazole	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		472		NDA 022068	2017		
2528	CHEBI_45409	tipranavir and ritonavir	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		194		PL	2017		
2529	CHEBI_68647	regorafenib	PR_O15244	OCT2	molecularly_interacts_with	RO_0002436	FDA		482		PL	2017		
2531	CHEBI_47519	ketoconazole	PR_P05177	CYP1A2	inhibits	RO_0002449	FDA		225		PL	2017		
2533	CHEBI_45409	ritonavir	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		406		PL	2017		
2534	CHEBI_45409	indinavir and ritonavir	PR_O15245	OCT1	molecularly_interacts_with	RO_0002436	FDA		912			2017		
2535	CHEBI_47519	ketoconazole	PR_P10635	CYP2D6(5-HMT)	inhibits	RO_0002449	FDA		133		PL	2017		
2538	CHEBI_47519	ketoconazole	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		370		PL	2017		
2540	CHEBI_5118	fluoxetine	PR_P10635	CYP2D6	inhibits	RO_0002449	FDA		264		PL	2017		
2541	CHEBI_8871	risperidone	PR_P10635	CYP2D6	inhibits	RO_0002449	FDA		140		PL	2017		
2542	CHEBI_5138	fluvoxamine	PR_P05177	CYP1A2	inhibits	RO_0002449	FDA		97		PL	2017		
2544	CHEBI_5778	hydrochlorothiazide	PR_P11712	CYP2C9	inhibits	RO_0002449	FDA		327		PL	2017		
2546	CHEBI_4031	cyclosporine	PR_Q8TCC7	OAT3	molecularly_interacts_with	RO_0002436	FDA		495		PL	2017		
2548	CHEBI_28901	busulfan	PR_P20813	CYP2B6	inhibits	RO_0002449	FDA		73		PL	2017		
2550	CHEBI_8426	probenecid	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		868			2017		
2551	CHEBI_8426	probenecid	PR_Q8TCC7	OAT3	molecularly_interacts_with	RO_0002436	FDA		866			2017		
2553	CHEBI_135735	delapril	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		188		Interview form (Japanese)	2017		
2554	CHEBI_28077	rifampin SD	PR_P16662	UGT2B7	inhibits	RO_0002449	FDA		242		PL	2017		
2555	CHEBI_3732	clarithromycin and amoxicillin	PR_Q14242	P-gp(omeprazole)	molecularly_interacts_with	RO_0002436	FDA		355		PL	2017		
2556	CHEBI_28821	piperine	PR_P10632	CYP2C8	inhibits	RO_0002449	FDA		230		PL	2017		
2557	CHEBI_4031	cyclosporine	PR_Q9NPD5	OATP1B3	molecularly_interacts_with	RO_0002436	FDA		388		PL	2017		
2558	CHEBI_46081	fluconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		216		PL	2017		
2560	CHEBI_6076	itraconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		344		"19480550"	2017		
2564	CHEBI_68595	telaprevir	PR_P08684	CYP3A	inhibits	RO_0002449	FDA		294		PL	2017		
2565	CHEBI_37924	atazanavir	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		399		PL	2017		
2567	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		207		NDA 022068	2017		
2568	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		531		PL	2017		
2569	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		470		NDA 022068	2017		
2570	CHEBI_5138	fluvoxamine	PR_P05177	CYP1A2	inhibits	RO_0002449	FDA		268		PL	2017		
2571	CHEBI_28901	busulfan	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		940		PL	2017		
2573	CHEBI_47519	ketoconazole	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		180		PL	2017		
2574	CHEBI_9588	ticlopidine	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		377		PL	2017		
2575	CHEBI_45409	ritonavir	PR_P20815	CYP3A5	inhibits	RO_0002449	FDA		331		"19492868"	2017		
2577	CHEBI_47519	ketoconazole	PR_P08684	CYP3A4	inhibits	RO_0002449	FDA		44		PL	2017		
2579	CHEBI_7936	paroxetine	PR_P10635	CYP2D6	inhibits	RO_0002449	FDA		20		PL	2017		
2580	CHEBI_47519	ketoconazole	PR_P33261	CYP2C19	inhibits	RO_0002449	FDA		40		PL	2017		
2582	CHEBI_63660	pravastatin	PR_Q9Y6L6	OATP1B1	molecularly_interacts_with	RO_0002436	FDA		905			2017		
2583	CHEBI_47519	ketoconazole	PR_P08183	P-gp	molecularly_interacts_with	RO_0002436	FDA		361		PL	2017		
2584	CHEBI_9588	ticlopidine	PR_Q9UNQ0	BCRP	molecularly_interacts_with	RO_0002436	FDA		378		PL	2017		
